20420605006,000014,000002,000000000008120,000000000000800
20420605006,CO23223,3,0,000000000000000,2042060506,000,000,0,00000000,00000000,000000000000000,000000000000000,000000000000000
20420605006,CO23223,3,0,000000000000000,2042060506,000,000,0,00000000,00000000,000000000000000,000000000000000,000000000000000
20420605006,CO23223,3,0,000000000000000,2042060506,000,000,0,00000000,00000000,000000000000000,000000000000000,000000000000000
20420605006,CO23223,3,0,000000000000000,2042060506,000,000,0,00000000,00000000,000000000000000,000000000000000,000000000000000
20420605006,CO23223,3,0,000000000000000,2042060506,000,000,0,00000000,00000000,000000000000000,000000000000000,000000000000000
20420605006,CO23223,3,0,000000000000000,2042060506,000,000,0,00000000,00000000,000000000000000,000000000000000,000000000000000
20420605006,CO23223,3,0,000000000000000,2042060506,000,000,0,00000000,00000000,000000000000000,000000000000000,000000000000000
20420605006,CO23223,3,0,000000000000000,2042060506,000,000,0,00000000,00000000,000000000000000,000000000000000,000000000000000
20420605006,CO23223,3,0,000000000000000,2042060506,000,000,0,00000000,00000000,000000000000000,000000000000000,000000000000000
20420605006,CO23223,3,0,000000000000000,2042060506,000,000,0,00000000,00000000,000000000000000,000000000000000,000000000000000
20420605006,CO23223,3,0,000000000000000,2042060506,000,000,0,00000000,00000000,000000000000000,000000000000000,000000000000000
20420605006,CO23223,3,0,000000000000000,2042060506,000,000,0,00000000,00000000,000000000000000,000000000000000,000000000000000
20420605006,CO23223,3,0,000000000000000,2042060506,000,000,0,00000000,00000000,000000000000000,000000000000000,000000000000000
20420605006,CO23223,3,0,000000000000000,2042060506,000,000,0,00000000,00000000,000000000000000,000000000000000,000000000000000
20420605006,CO23223,3,0,000000000000000,2042060506,000,000,0,00000000,00000000,000000000000000,000000000000000,000000000000000
